"id","brgyCode","brgyDesc","regCode","provCode","citymunCode"
"26200","083729028","Toctoc","08","0837","083729"
"26201","083729029","Ugbon","08","0837","083729"
"26202","083729030","Wague","08","0837","083729"
"26203","083730001","Batug","08","0837","083730"
"26204","083730002","Burabod","08","0837","083730"
"26205","083730004","Capudlosan","08","0837","083730"
"26206","083730005","Casuntingan","08","0837","083730"
"26207","083730006","Causwagan","08","0837","083730"
"26208","083730007","Danao","08","0837","083730"
"26209","083730008","General Luna","08","0837","083730"
"26210","083730009","Kiling","08","0837","083730"
"26211","083730010","Lanawan","08","0837","083730"
"26212","083730011","Liwayway","08","0837","083730"
"26213","083730012","Maya","08","0837","083730"
"26214","083730013","Oguisan","08","0837","083730"
"26215","083730014","Osmeña","08","0837","083730"
"26216","083730015","Palale 1","08","0837","083730"
"26217","083730016","Palale 2","08","0837","083730"
"26218","083730017","Poblacion District 1","08","0837","083730"
"26219","083730018","Poblacion District 2","08","0837","083730"
"26220","083730019","Poblacion District 3","08","0837","083730"
"26221","083730020","Pongon","08","0837","083730"
"26222","083730021","Quezon","08","0837","083730"
"26223","083730022","Romualdez","08","0837","083730"
"26224","083730023","Salvacion","08","0837","083730"
"26225","083730024","San Antonio","08","0837","083730"
"26226","083730025","San Isidro","08","0837","083730"
"26227","083730026","San Pedro","08","0837","083730"
"26228","083730027","San Vicente","08","0837","083730"
"26229","083730028","Santa Isabel","08","0837","083730"
"26230","083730029","Tinawan","08","0837","083730"
"26231","083730030","Tuyo","08","0837","083730"
"26232","083730031","Doña Josefa","08","0837","083730"
"26233","083730032","Villa Imelda","08","0837","083730"
"26234","083731001","Campin","08","0837","083731"
"26235","083731002","Cuatro De Agosto","08","0837","083731"
"26236","083731003","Hilusig","08","0837","083731"
"26237","083731004","Himamara","08","0837","083731"
"26238","083731005","Hinaguimitan","08","0837","083731"
"26239","083731006","Liberacion","08","0837","083731"
"26240","083731007","Mabuhay","08","0837","083731"
"26241","083731008","Mabunga","08","0837","083731"
"26242","083731009","Magsuganao","08","0837","083731"
"26243","083731010","Mahayag","08","0837","083731"
"26244","083731011","Mahayahay","08","0837","083731"
"26245","083731012","Malinao","08","0837","083731"
"26246","083731013","Malipoon","08","0837","083731"
"26247","083731014","Palañogan","08","0837","083731"
"26248","083731015","Paril","08","0837","083731"
"26249","083731016","Pinamonoan","08","0837","083731"
"26250","083731017","Poblacion","08","0837","083731"
"26251","083731018","Polahongon","08","0837","083731"
"26252","083731019","San Isidro","08","0837","083731"
"26253","083731020","San Juan","08","0837","083731"
"26254","083731021","Santa Cruz","08","0837","083731"
"26255","083731022","Tagaytay","08","0837","083731"
"26256","083731023","Uguis","08","0837","083731"
"26257","083731024","Union","08","0837","083731"
"26258","083731025","Upper Mahaplag","08","0837","083731"
"26259","083731026","Hiluctogan","08","0837","083731"
"26260","083731027","Maligaya","08","0837","083731"
"26261","083731028","Santo Niño","08","0837","083731"
"26262","083733001","Balagtas","08","0837","083733"
"26263","083733002","Bulak","08","0837","083733"
"26264","083733003","Cambadbad","08","0837","083733"
"26265","083733004","Candelaria","08","0837","083733"
"26266","083733005","Cansoso","08","0837","083733"
"26267","083733006","Mansahaon","08","0837","083733"
"26268","083733007","Masaba","08","0837","083733"
"26269","083733008","Naulayan","08","0837","083733"
"26270","083733009","Bonoy (Pob.)","08","0837","083733"
"26271","083733010","Mansalip (Pob.)","08","0837","083733"
"26272","083733011","Riverside (Pob.)","08","0837","083733"
"26273","083733012","Talisay (Pob.)","08","0837","083733"
"26274","083733013","San Dionisio","08","0837","083733"
"26275","083733014","San Marcelino","08","0837","083733"
"26276","083733015","San Sebastian","08","0837","083733"
"26277","083733016","San Vicente","08","0837","083733"
"26278","083733017","Santa Rosa","08","0837","083733"
"26279","083733018","Santo Rosario","08","0837","083733"
"26280","083733019","Imelda","08","0837","083733"
"26281","083733020","Malazarte","08","0837","083733"
"26282","083733021","San Guillermo","08","0837","083733"
"26283","083734001","Agbanga","08","0837","083734"
"26284","083734002","Altavista","08","0837","083734"
"26285","083734004","Cahagnaan","08","0837","083734"
"26286","083734005","Calumpang","08","0837","083734"
"26287","083734006","Caningag","08","0837","083734"
"26288","083734007","Caridad Norte","08","0837","083734"
"26289","083734008","Caridad Sur","08","0837","083734"
"26290","083734009","Elevado","08","0837","083734"
"26291","083734010","Esperanza","08","0837","083734"
"26292","083734011","Hitoog","08","0837","083734"
"26293","083734012","Itum","08","0837","083734"
"26294","083734013","Lowan","08","0837","083734"
"26295","083734014","Monte Alegre","08","0837","083734"
"26296","083734016","San Isidro (Pob.)","08","0837","083734"
"26297","083734017","San Pedro (Pob.)","08","0837","083734"
"26298","083734018","Santo Niño (Pob.)","08","0837","083734"
"26299","083734019","President Garcia","08","0837","083734"
"26300","083734020","Punong","08","0837","083734"
"26301","083734021","San Juan","08","0837","083734"
"26302","083734022","San Salvador","08","0837","083734"
"26303","083734023","San Vicente","08","0837","083734"
"26304","083734024","Santa Fe","08","0837","083734"
"26305","083734025","Santa Paz","08","0837","083734"
"26306","083734026","Tag-os","08","0837","083734"
"26307","083734027","Templanza","08","0837","083734"
"26308","083734028","Tigbao","08","0837","083734"
"26309","083734029","Waterloo","08","0837","083734"
"26310","083734030","Zaragoza","08","0837","083734"
"26311","083734031","Bagong Lipunan","08","0837","083734"
"26312","083734032","Taglibas Imelda","08","0837","083734"
"26313","083735001","A. Bonifacio","08","0837","083735"
"26314","083735002","Mabini","08","0837","083735"
"26315","083735003","Burgos","08","0837","083735"
"26316","083735004","Calipayan","08","0837","083735"
"26317","083735005","Camansi","08","0837","083735"
"26318","083735006","General Antonio Luna","08","0837","083735"
"26319","083735007","Liberty","08","0837","083735"
"26320","083735008","Ormocay","08","0837","083735"
"26321","083735009","Poblacion Zone 1","08","0837","083735"
"26322","083735010","Poblacion Zone 2","08","0837","083735"
"26323","083735011","Poblacion Zone 3","08","0837","083735"
"26324","083735012","San Roque","08","0837","083735"
"26325","083735013","Santa Cruz","08","0837","083735"
"26326","083735014","Talisay","08","0837","083735"
"26327","083735015","Union","08","0837","083735"
"26328","083735016","Wilson","08","0837","083735"
"26329","083736001","Binabaye","08","0837","083736"
"26330","083736002","Cabaliwan","08","0837","083736"
"26331","083736003","Calunangan","08","0837","083736"
"26332","083736004","Calunasan","08","0837","083736"
"26333","083736005","Cambalong","08","0837","083736"
"26334","083736007","Can-unzo","08","0837","083736"
"26335","083736008","Canbantug","08","0837","083736"
"26336","083736009","Casilda","08","0837","083736"
"26337","083736010","Lamanoc","08","0837","083736"
"26338","083736011","Libas","08","0837","083736"
"26339","083736012","Libjo","08","0837","083736"
"26340","083736013","Lundag","08","0837","083736"
"26341","083736014","Mahalit","08","0837","083736"
"26342","083736015","Mahayag","08","0837","083736"
"26343","083736016","Masumbang","08","0837","083736"
"26344","083736017","Poblacion","08","0837","083736"
"26345","083736018","Puerto Bello","08","0837","083736"
"26346","083736019","San Isidro","08","0837","083736"
"26347","083736020","San Jose","08","0837","083736"
"26348","083736021","Macario","08","0837","083736"
"26349","083736022","Tubod","08","0837","083736"
"26350","083736023","Mat-e","08","0837","083736"
"26351","083738001","Alegria","08","0837","083738"
"26352","083738002","Bagong","08","0837","083738"
"26353","083738003","Labrador (Balion)","08","0837","083738"
"26354","083738004","Bantigue","08","0837","083738"
"26355","083738005","Batuan","08","0837","083738"
"26356","083738006","Biliboy","08","0837","083738"
"26357","083738007","Borok","08","0837","083738"
"26358","083738009","Cabaon-an","08","0837","083738"
"26359","083738010","Cabulihan","08","0837","083738"
"26360","083738011","Cagbuhangin","08","0837","083738"
"26361","083738012","Can-adieng","08","0837","083738"
"26362","083738013","Can-untog","08","0837","083738"
"26363","083738015","Catmon","08","0837","083738"
"26364","083738016","Cogon Combado","08","0837","083738"
"26365","083738017","Concepcion","08","0837","083738"
"26366","083738018","Curva","08","0837","083738"
"26367","083738019","Danao","08","0837","083738"
"26368","083738020","Dayhagan","08","0837","083738"
"26369","083738021","Barangay 1 (Pob.)","08","0837","083738"
"26370","083738022","Barangay 10 (Pob.)","08","0837","083738"
"26371","083738023","Barangay 11 (Pob.)","08","0837","083738"
"26372","083738024","Barangay 12 (Pob.)","08","0837","083738"
"26373","083738025","Barangay 13 (Pob.)","08","0837","083738"
"26374","083738026","Barangay 14 (Pob.)","08","0837","083738"
"26375","083738027","Barangay 15 (Pob.)","08","0837","083738"
"26376","083738028","Barangay 16 (Pob.)","08","0837","083738"
"26377","083738029","Barangay 17 (Pob.)","08","0837","083738"
"26378","083738030","Barangay 18 (Pob.)","08","0837","083738"
"26379","083738031","Barangay 19 (Pob.)","08","0837","083738"
"26380","083738032","Barangay 2 (Pob.)","08","0837","083738"
"26381","083738033","Barangay 20 (Pob.)","08","0837","083738"
"26382","083738034","Barangay 21 (Pob.)","08","0837","083738"
"26383","083738035","Barangay 22 (Pob.)","08","0837","083738"
"26384","083738036","Barangay 23 (Pob.)","08","0837","083738"
"26385","083738037","Barangay 24 (Pob.)","08","0837","083738"
"26386","083738038","Barangay 25 (Pob.)","08","0837","083738"
"26387","083738039","Barangay 26 (Pob.)","08","0837","083738"
"26388","083738040","Barangay 27 (Pob.)","08","0837","083738"
"26389","083738041","Barangay 28 (Pob.)","08","0837","083738"
"26390","083738042","Barangay 3 (Pob.)","08","0837","083738"
"26391","083738043","Barangay 4 (Pob.)","08","0837","083738"
"26392","083738044","Barangay 5 (Pob.)","08","0837","083738"
"26393","083738045","Barangay 6 (Pob.)","08","0837","083738"
"26394","083738046","Barangay 7 (Pob.)","08","0837","083738"
"26395","083738047","Barangay 8 (Pob.)","08","0837","083738"
"26396","083738048","Barangay 9 (Pob.)","08","0837","083738"
"26397","083738049","Dolores","08","0837","083738"
"26398","083738050","Domonar","08","0837","083738"
"26399","083738051","Don Felipe Larrazabal","08","0837","083738"
"26400","083738052","Donghol","08","0837","083738"
"26401","083738053","Esperanza","08","0837","083738"
"26402","083738054","Hibunawon","08","0837","083738"
"26403","083738055","Hugpa","08","0837","083738"
"26404","083738056","Ipil","08","0837","083738"
"26405","083738057","Lao","08","0837","083738"
"26406","083738058","Libertad","08","0837","083738"
"26407","083738059","Liloan","08","0837","083738"
"26408","083738060","Linao","08","0837","083738"
"26409","083738061","Mabini","08","0837","083738"
"26410","083738062","Macabug","08","0837","083738"
"26411","083738063","Magaswi","08","0837","083738"
"26412","083738064","Mahayag","08","0837","083738"
"26413","083738065","Mahayahay","08","0837","083738"
"26414","083738066","Manlilinao","08","0837","083738"
"26415","083738067","Margen","08","0837","083738"
"26416","083738068","Mas-in","08","0837","083738"
"26417","083738069","Matica-a","08","0837","083738"
"26418","083738070","Milagro","08","0837","083738"
"26419","083738071","Monterico","08","0837","083738"
"26420","083738072","Nasunogan","08","0837","083738"
"26421","083738073","Naungan","08","0837","083738"
"26422","083738074","Nueva Vista","08","0837","083738"
"26423","083738075","Patag","08","0837","083738"
"26424","083738076","Punta","08","0837","083738"
"26425","083738077","Quezon, Jr.","08","0837","083738"
"26426","083738078","Rufina M. Tan","08","0837","083738"
"26427","083738079","Sabang Bao","08","0837","083738"
"26428","083738080","Salvacion","08","0837","083738"
"26429","083738081","San Antonio","08","0837","083738"
"26430","083738082","San Isidro","08","0837","083738"
"26431","083738083","San Jose","08","0837","083738"
"26432","083738084","San Juan","08","0837","083738"
"26433","083738086","San Vicente","08","0837","083738"
"26434","083738087","Santo Niño","08","0837","083738"
"26435","083738088","San Pablo (Simangan)","08","0837","083738"
"26436","083738089","Sumangga","08","0837","083738"
"26437","083738090","Valencia","08","0837","083738"
"26438","083738091","Barangay 29 (Pob.)","08","0837","083738"
"26439","083738092","Airport","08","0837","083738"
"26440","083738093","Cabintan","08","0837","083738"
"26441","083738094","Camp Downes","08","0837","083738"
"26442","083738095","Gaas","08","0837","083738"
"26443","083738096","Green Valley","08","0837","083738"
"26444","083738097","Licuma","08","0837","083738"
"26445","083738098","Liberty","08","0837","083738"
"26446","083738099","Leondoni","08","0837","083738"
"26447","083738100","Nueva Sociedad","08","0837","083738"
"26448","083738101","Tambulilid","08","0837","083738"
"26449","083738102","Tongonan","08","0837","083738"
"26450","083738104","Don Potenciano Larrazabal","08","0837","083738"
"26451","083738105","Kadaohan","08","0837","083738"
"26452","083738106","Guintigui-an","08","0837","083738"
"26453","083738107","Danhug","08","0837","083738"
"26454","083738108","Alta Vista","08","0837","083738"
"26455","083738109","Bagong Buhay","08","0837","083738"
"26456","083738110","Bayog","08","0837","083738"
"26457","083738111","Doña Feliza Z. Mejia","08","0837","083738"
"26458","083738112","Juaton","08","0837","083738"
"26459","083738113","Luna","08","0837","083738"
"26460","083738114","Mabato","08","0837","083738"
"26461","083739001","Anahaway","08","0837","083739"
"26462","083739002","Arado","08","0837","083739"
"26463","083739004","Baras","08","0837","083739"
"26464","083739005","Barayong","08","0837","083739"
"26465","083739006","Cabarasan Daku","08","0837","083739"
"26466","083739007","Cabarasan Guti","08","0837","083739"
"26467","083739008","Campetik","08","0837","083739"
"26468","083739009","Candahug","08","0837","083739"
"26469","083739010","Cangumbang","08","0837","083739"
"26470","083739011","Canhidoc","08","0837","083739"
"26471","083739012","Capirawan","08","0837","083739"
"26472","083739013","Castilla","08","0837","083739"
"26473","083739014","Cogon (Cogon San Joaquin)","08","0837","083739"
"26474","083739015","Gacao","08","0837","083739"
"26475","083739016","Guindapunan","08","0837","083739"
"26476","083739017","Libertad","08","0837","083739"
"26477","083739018","Naga-naga","08","0837","083739"
"26478","083739019","Pawing","08","0837","083739"
"26479","083739020","Buri (Pob.)","08","0837","083739"
"26480","083739021","Cavite East (Pob.)","08","0837","083739"
"26481","083739022","Cavite West (Pob.)","08","0837","083739"
"26482","083739023","Luntad (Pob.)","08","0837","083739"
"26483","083739024","Santa Cruz (Pob.)","08","0837","083739"
"26484","083739025","Salvacion","08","0837","083739"
"26485","083739026","San Agustin","08","0837","083739"
"26486","083739027","San Antonio","08","0837","083739"
"26487","083739028","San Isidro","08","0837","083739"
"26488","083739029","San Joaquin","08","0837","083739"
"26489","083739030","San Jose","08","0837","083739"
"26490","083739031","San Miguel (Pob.)","08","0837","083739"
"26491","083739032","Tacuranga","08","0837","083739"
"26492","083739033","Teraza","08","0837","083739"
"26493","083739034","San Fernando","08","0837","083739"
"26494","083740001","Baguinbin","08","0837","083740"
"26495","083740002","Belen","08","0837","083740"
"26496","083740003","Buenavista","08","0837","083740"
"26497","083740004","Caduhaan","08","0837","083740"
"26498","083740005","Cambakbak","08","0837","083740"
"26499","083740006","Cambinoy","08","0837","083740"
"26500","083740007","Cangcosme","08","0837","083740"
"26501","083740008","Cangmuya","08","0837","083740"
"26502","083740009","Canipaan","08","0837","083740"
"26503","083740010","Cantandoy","08","0837","083740"
"26504","083740011","Cantuhaon","08","0837","083740"
"26505","083740012","Catigahan","08","0837","083740"
"26506","083740013","Cruz","08","0837","083740"
"26507","083740014","Duljugan","08","0837","083740"
"26508","083740016","Guiwan 1 (Pob.)","08","0837","083740"
"26509","083740017","Guiwan 2 (Pob.)","08","0837","083740"
"26510","083740018","Himarco","08","0837","083740"
"26511","083740019","Hinagbuan","08","0837","083740"
"26512","083740020","Lat-osan","08","0837","083740"
"26513","083740021","Liberty","08","0837","083740"
"26514","083740022","Mazawalo Pob. (Lili-on)","08","0837","083740"
"26515","083740023","Lomonon","08","0837","083740"
"26516","083740024","Mabini","08","0837","083740"
"26517","083740025","Magsaysay","08","0837","083740"
"26518","083740026","Masaba","08","0837","083740"
"26519","083740027","Parilla","08","0837","083740"
"26520","083740029","Plaridel","08","0837","083740"
"26521","083740030","Central 1 (Pob.)","08","0837","083740"
"26522","083740031","Central 2 (Pob.)","08","0837","083740"
"26523","083740032","Hinablayan Pob. (Central 3)","08","0837","083740"
"26524","083740033","Rizal","08","0837","083740"
"26525","083740034","Sabang","08","0837","083740"
"26526","083740035","San Guillermo","08","0837","083740"
"26527","083740036","San Isidro","08","0837","083740"
"26528","083740037","San Joaquin","08","0837","083740"
"26529","083740038","San Juan","08","0837","083740"
"26530","083740039","San Miguel","08","0837","083740"
"26531","083740040","San Pablo","08","0837","083740"
"26532","083740041","San Pedro","08","0837","083740"
"26533","083740042","San Roque","08","0837","083740"
"26534","083740043","Santiago","08","0837","083740"
"26535","083740044","Taberna","08","0837","083740"
"26536","083740045","Tabunok","08","0837","083740"
"26537","083740046","Tambis","08","0837","083740"
"26538","083740047","Tinabilan","08","0837","083740"
"26539","083740048","Tinago","08","0837","083740"
"26540","083740049","Tinubdan","08","0837","083740"
"26541","083740050","Pinagdait Pob. (Ypil I)","08","0837","083740"
"26542","083740051","Pinaghi-usa Pob. (Ypil II)","08","0837","083740"
"26543","083740052","Bitaog Pob. (Ypil III)","08","0837","083740"
"26544","083741001","Arabunog","08","0837","083741"
"26545","083741002","Aringit","08","0837","083741"
"26546","083741003","Bahay","08","0837","083741"
"26547","083741004","Cabaohan","08","0837","083741"
"26548","083741005","Calsadahay","08","0837","083741"
"26549","083741006","Cancaraja","08","0837","083741"
"26550","083741007","Caninoan","08","0837","083741"
"26551","083741008","Capilla","08","0837","083741"
"26552","083741009","Colawen","08","0837","083741"
"26553","083741010","Dumarag","08","0837","083741"
"26554","083741011","Guindapunan","08","0837","083741"
"26555","083741012","Halaba","08","0837","083741"
"26556","083741013","Jones","08","0837","083741"
"26557","083741014","Lanawan","08","0837","083741"
"26558","083741016","Lima","08","0837","083741"
"26559","083741017","Macalpiay","08","0837","083741"
"26560","083741018","Malitbogay","08","0837","083741"
"26561","083741019","Manaybanay","08","0837","083741"
"26562","083741020","Maricum","08","0837","083741"
"26563","083741021","Patong","08","0837","083741"
"26564","083741022","District 1 (Pob.)","08","0837","083741"
"26565","083741023","District 2 (Pob.)","08","0837","083741"
"26566","083741024","District 3 (Pob.)","08","0837","083741"
"26567","083741025","District 4 (Pob.)","08","0837","083741"
"26568","083741026","Sapsap","08","0837","083741"
"26569","083741027","Socsocon","08","0837","083741"
"26570","083741028","Tingib","08","0837","083741"
"26571","083741029","Yapad","08","0837","083741"
"26572","083741030","Lourdes","08","0837","083741"
"26573","083742001","Banat-e","08","0837","083742"
"26574","083742003","Basud","08","0837","083742"
"26575","083742004","Bawod (Pob.)","08","0837","083742"
"26576","083742005","Biasong","08","0837","083742"
"26577","083742006","Bunacan","08","0837","083742"
"26578","083742008","Cabungaan","08","0837","083742"
"26579","083742009","Capiñahan (Pob.)","08","0837","083742"
"26580","083742010","Crossing (Pob.)","08","0837","083742"
"26581","083742011","Daja-daku","08","0837","083742"
"26582","083742012","Daja-diot","08","0837","083742"
"26583","083742013","Hacienda Maria","08","0837","083742"
"26584","083742014","Linao","08","0837","083742"
"26585","083742015","Matungao","08","0837","083742"
"26586","083742017","Paril","08","0837","083742"
"26587","083742018","San Jose","08","0837","083742"
"26588","083742019","Taglawigan","08","0837","083742"
"26589","083742020","Tinago","08","0837","083742"
"26590","083742021","Busay","08","0837","083742"
"26591","083742022","San Miguel","08","0837","083742"
"26592","083743001","Bagacay","08","0837","083743"
"26593","083743002","Bahay","08","0837","083743"
"26594","083743003","Bairan","08","0837","083743"
"26595","083743004","Cabatianuhan","08","0837","083743"
"26596","083743005","Canap","08","0837","083743"
"26597","083743006","Capilihan","08","0837","083743"
"26598","083743007","Caraycaray","08","0837","083743"
"26599","083743009","Libtong (East Poblacion)","08","0837","083743"
"26600","083743010","Guinciaman","08","0837","083743"
"26601","083743011","Impo","08","0837","083743"
"26602","083743012","Kinalumsan","08","0837","083743"
"26603","083743014","Lukay","08","0837","083743"
"26604","083743015","Malaguinabot","08","0837","083743"
"26605","083743016","Malpag","08","0837","083743"
"26606","083743017","Mawodpawod","08","0837","083743"
"26607","083743018","Patong","08","0837","083743"
"26608","083743019","Pinarigusan","08","0837","083743"
"26609","083743020","San Andres","08","0837","083743"
"26610","083743021","Santa Cruz","08","0837","083743"
"26611","083743022","Santol","08","0837","083743"
"26612","083743023","Cayare (West Poblacion)","08","0837","083743"
"26613","083744001","Baculanad","08","0837","083744"
"26614","083744002","Badiangay","08","0837","083744"
"26615","083744003","Bulod","08","0837","083744"
"26616","083744004","Catoogan","08","0837","083744"
"26617","083744005","Katipunan","08","0837","083744"
"26618","083744006","Milagrosa","08","0837","083744"
"26619","083744007","Pilit","08","0837","083744"
"26620","083744008","Pitogo","08","0837","083744"
"26621","083744009","Zone 1 (Pob.)","08","0837","083744"
"26622","083744010","Zone 2 (Pob.)","08","0837","083744"
"26623","083744011","Zone 3 (Pob.)","08","0837","083744"
"26624","083744012","San Isidro","08","0837","083744"
"26625","083744013","San Juan","08","0837","083744"
"26626","083744014","San Miguelay","08","0837","083744"
"26627","083744015","San Roque","08","0837","083744"
"26628","083744016","Tibak","08","0837","083744"
"26629","083744017","Victoria","08","0837","083744"
"26630","083744018","Cutay","08","0837","083744"
"26631","083744019","Gapas","08","0837","083744"
"26632","083744020","Zone 4 Pob. (Cabangcalan)","08","0837","083744"
"26633","083745002","Butason I","08","0837","083745"
"26634","083745003","Butason II","08","0837","083745"
"26635","083745004","Campokpok","08","0837","083745"
"26636","083745005","Catmon","08","0837","083745"
"26637","083745006","Gimarco","08","0837","083745"
"26638","083745007","Gibacungan","08","0837","083745"
"26639","083745008","Inangatan","08","0837","083745"
"26640","083745009","Manlawaan","08","0837","083745"
"26641","083745010","Omaganhan","08","0837","083745"
"26642","083745011","Poblacion","08","0837","083745"
"26643","083745012","Santa Rosa","08","0837","083745"
"26644","083745013","Tabing","08","0837","083745"
"26645","083745014","Tugas","08","0837","083745"
"26646","083746001","Amandangay","08","0837","083746"
"26647","083746002","Aslum","08","0837","083746"
"26648","083746003","Balingasag","08","0837","083746"
"26649","083746004","Belisong","08","0837","083746"
"26650","083746005","Cambucao","08","0837","083746"
"26651","083746006","Capahuan","08","0837","083746"
"26652","083746007","Guingawan","08","0837","083746"
"26653","083746008","Jabong","08","0837","083746"
"26654","083746009","Mercadohay","08","0837","083746"
"26655","083746010","Mering","08","0837","083746"
"26656","083746011","Mohon","08","0837","083746"
"26657","083746013","District I Pob. (Quezon)","08","0837","083746"
"26658","083746014","District II Pob. (Rizal)","08","0837","083746"
"26659","083746015","District III Pob. (Bonifacio)","08","0837","083746"
"26660","083746016","District IV Pob. (Macarthur)","08","0837","083746"
"26661","083746017","San Pablo (Mooc)","08","0837","083746"
"26662","083747006","Barangay 2","08","0837","083747"
"26663","083747008","Nula-tula (Bgys. 3 & 3A)","08","0837","083747"
"26664","083747010","Libertad (Barangays 1 & 4)","08","0837","083747"
"26665","083747011","Barangay 5","08","0837","083747"
"26666","083747012","Barangay 6","08","0837","083747"
"26667","083747013","Barangay 6-A","08","0837","083747"
"26668","083747014","Barangay 7","08","0837","083747"
"26669","083747015","Barangay 8","08","0837","083747"
"26670","083747018","Barangay 100 (San Roque)","08","0837","083747"
"26671","083747019","Barangay 101 (New Kawayan)","08","0837","083747"
"26672","083747020","Barangay 102 (Old Kawayan)","08","0837","083747"
"26673","083747021","Barangay 103 (Palanog)","08","0837","083747"
"26674","083747022","Barangay 103-A (San Paglaum)","08","0837","083747"
"26675","083747023","Barangay 104 (Salvacion)","08","0837","083747"
"26676","083747024","Barangay 105 (Suhi)","08","0837","083747"
"26677","083747025","Barangay 106 (Santo Niño)","08","0837","083747"
"26678","083747026","Barangay 107 (Santa Elena)","08","0837","083747"
"26679","083747027","Barangay 108 (Tagapuro)","08","0837","083747"
"26680","083747032","Barangay 12 (Palanog Resettlement)","08","0837","083747"
"26681","083747034","Barangay 13","08","0837","083747"
"26682","083747035","Barangay 14","08","0837","083747"
"26683","083747036","Barangay 15","08","0837","083747"
"26684","083747037","Barangay 16","08","0837","083747"
"26685","083747038","Barangay 17","08","0837","083747"
"26686","083747039","Barangay 18","08","0837","083747"
"26687","083747040","Barangay 19","08","0837","083747"
"26688","083747041","Barangay 20","08","0837","083747"
"26689","083747042","Barangay 21","08","0837","083747"
"26690","083747043","Barangay 21-A","08","0837","083747"
"26691","083747044","Barangay 22","08","0837","083747"
"26692","083747045","Barangay 23","08","0837","083747"
"26693","083747046","Barangay 24","08","0837","083747"
"26694","083747047","Barangay 25","08","0837","083747"
"26695","083747048","Barangay 26","08","0837","083747"
"26696","083747049","Barangay 27","08","0837","083747"
"26697","083747050","Barangay 28","08","0837","083747"
"26698","083747051","Barangay 29","08","0837","083747"
"26699","083747052","Barangay 30","08","0837","083747"
"26700","083747053","Barangay 31","08","0837","083747"
"26701","083747054","Barangay 32","08","0837","083747"
"26702","083747055","Barangay 33","08","0837","083747"
"26703","083747056","Barangay 34","08","0837","083747"
"26704","083747057","Barangay 35","08","0837","083747"
"26705","083747058","Barangay 35-A","08","0837","083747"
"26706","083747059","Barangay 36","08","0837","083747"
"26707","083747060","Barangay 37","08","0837","083747"
"26708","083747061","Barangay 37-A","08","0837","083747"
"26709","083747062","Barangay 38","08","0837","083747"
"26710","083747063","Barangay 39","08","0837","083747"
"26711","083747064","Barangay 40","08","0837","083747"
"26712","083747065","Barangay 41","08","0837","083747"
"26713","083747066","Barangay 42","08","0837","083747"
"26714","083747067","Barangay 43","08","0837","083747"
"26715","083747068","Barangay 43-A","08","0837","083747"
"26716","083747069","Barangay 43-B","08","0837","083747"
"26717","083747070","Barangay 44","08","0837","083747"
"26718","083747071","Barangay 44-A","08","0837","083747"
"26719","083747072","Barangay 45","08","0837","083747"
"26720","083747073","Barangay 46","08","0837","083747"
"26721","083747074","Barangay 47","08","0837","083747"
"26722","083747075","Barangay 48","08","0837","083747"
"26723","083747076","Barangay 49","08","0837","083747"
"26724","083747077","Barangay 50","08","0837","083747"
"26725","083747078","Barangay 50-A","08","0837","083747"
"26726","083747079","Barangay 50-B","08","0837","083747"
"26727","083747080","Barangay 51","08","0837","083747"
"26728","083747081","Barangay 52","08","0837","083747"
"26729","083747082","Barangay 53","08","0837","083747"
"26730","083747083","Barangay 54","08","0837","083747"
"26731","083747084","El Reposo (Barangays 55 & 55A)","08","0837","083747"
"26732","083747085","Barangay 56","08","0837","083747"
"26733","083747086","Barangay 57","08","0837","083747"
"26734","083747087","Barangay 58","08","0837","083747"
"26735","083747088","Barangay 59","08","0837","083747"
"26736","083747089","Barangay 60","08","0837","083747"
"26737","083747090","Barangay 60-A","08","0837","083747"
"26738","083747091","Barangay 61","08","0837","083747"
"26739","083747092","Barangay 62","08","0837","083747"
"26740","083747093","Barangay 63","08","0837","083747"
"26741","083747094","Barangay 64","08","0837","083747"
"26742","083747095","Barangay 65","08","0837","083747"
"26743","083747096","Barangay 66","08","0837","083747"
"26744","083747097","Barangay 66-A","08","0837","083747"
"26745","083747098","Barangay 67","08","0837","083747"
"26746","083747099","Barangay 68","08","0837","083747"
"26747","083747100","Barangay 69","08","0837","083747"
"26748","083747101","Barangay 70","08","0837","083747"
"26749","083747102","Barangay 71","08","0837","083747"
"26750","083747103","Barangay 72","08","0837","083747"
"26751","083747104","Barangay 73","08","0837","083747"
"26752","083747105","Barangay 74","08","0837","083747"
"26753","083747106","Barangay 75","08","0837","083747"
"26754","083747107","Barangay 76","08","0837","083747"
"26755","083747108","Barangay 77","08","0837","083747"
"26756","083747109","Barangay 78 (Marasbaras)","08","0837","083747"
"26757","083747110","Barangay 79 (Marasbaras)","08","0837","083747"
"26758","083747112","Barangay 80 (Marasbaras)","08","0837","083747"
"26759","083747113","Barangay 81 (Marasbaras)","08","0837","083747"
"26760","083747114","Barangay 82 (Marasbaras)","08","0837","083747"
"26761","083747115","Barangay 83 (San Jose)","08","0837","083747"
"26762","083747116","Barangay 83-A (San Jose)","08","0837","083747"
"26763","083747117","Barangay 84 (San Jose)","08","0837","083747"
"26764","083747118","Barangay 85 (San Jose)","08","0837","083747"
"26765","083747119","Barangay 86","08","0837","083747"
"26766","083747120","Barangay 87","08","0837","083747"
